strategy,acc_mean,acc_std,f1_mean,f1_std,mcc_mean,mcc_std,auc_mean,auc_std,ece_mean,ece_std,brier_mean,brier_std,n_seeds
local_only,0.9400592887961654,0.003156507502912521,0.9379653880063161,0.004845985492212754,0.906497341242294,0.00490039946193175,0.9789795349105507,0.002887343315534912,0.04626359086140618,0.0052456454360270644,0.1036964109842856,0.0053545351244862135,3
ditto,0.939260815555107,0.00505759478164332,0.9366657486049705,0.006225390199676879,0.9043817475742785,0.009489037306366375,0.9839154872734183,0.0048540007639684395,0.05967021398805578,0.004896269191428678,0.09992192237362944,0.006458448680345815,3
centralized,0.9344523240684658,0.013044515731576807,0.9336120602193797,0.013790172021750669,0.8954862007264727,0.02415820800171005,0.9787171527823765,0.004776780817977834,0.07144414955016681,0.003979271234219627,0.11043871013916141,0.016832185886176864,3
fedua,0.9330002813483785,0.011303070205069224,0.9304896366095785,0.013622173696101239,0.8941468346545239,0.01930450114976351,0.976851967698952,0.0036935634761626128,0.05040638705161074,0.004042754975367617,0.1115490182590298,0.010531057597948522,3
fedavg,0.9235649830630145,0.009190207120004379,0.9188375159691837,0.012285424342127357,0.8776328933268874,0.015665447558004364,0.9792434816107137,0.004704586745019026,0.06966974526743493,0.005122685439836657,0.11730713479827883,0.012365689758064421,3
fedbn,0.9233927389685262,0.009924401640304028,0.9175563095502729,0.010190741555021638,0.8767819218509262,0.017482588353524196,0.9789517500347268,0.003401691028449046,0.06498194121781069,0.00739053655300414,0.11596348479263104,0.010967211268102546,3
fedbabu,0.9198788192341342,0.0034893057485246557,0.9150319586241146,0.003361864113808238,0.8725099459734827,0.005577218009481104,0.9774240234785089,0.0055945717594824106,0.0640111394973858,0.004645565074159313,0.12510874717946102,0.01062089330466375,3
fedprox,0.9196985085731805,0.010292276957464291,0.9146051138560352,0.012054346409030884,0.8698269196893736,0.01931516730671108,0.9763279329305347,0.004381818506269308,0.06796441733184182,0.0053737832593000094,0.12029782659733013,0.010105298642240789,3
