strategy,acc_cov_auc,acc_at_cov_0.50,acc_at_cov_0.70,acc_at_cov_0.80,acc_at_cov_0.90,acc_at_cov_0.95
ditto,0.9762032464044778,0.9844565059739756,0.9808567028218396,0.9777891843044872,0.9680299082001691,0.9583946639007819
fedavg,0.9718253871539263,0.9824415786640911,0.9807315107441634,0.9718421542512125,0.955088866841355,0.9442264480600726
fedbabu,0.963224515312538,0.9727415741682647,0.9680843750479043,0.9609527876072317,0.9505243560636322,0.9377074642846135
fedbn,0.9692210510020709,0.9852295439650861,0.9770950864655856,0.9737541617201246,0.9561121499309723,0.947415254542221
fedprox,0.967044078664618,0.9752999695033766,0.9746980622664257,0.9679110812553819,0.9525463682135796,0.942784961118824
fedua,0.9655394217353379,0.9811803753308269,0.9732029172201965,0.969229450523364,0.9596198524053813,0.9514745804472484
local_only,0.9615090850512035,0.9677937992543817,0.9670190978982716,0.9678303743652743,0.9639304383050464,0.9590341957654844
