seed,ablation,attention,strategy,finetune,client,client_name,acc,f1,mcc,auc,ece,brier
2,ablation_no_finetune,cbam,fedbn,False,0,Hospital_A (Brain-Tumor MRI),0.961875,0.9613049898567625,0.9500414043480078,0.9863729166666667,0.06105063360790938,0.06699262788886606
2,ablation_no_finetune,cbam,fedbn,False,1,Hospital_B (Breast Ultrasound),0.5811965811965812,0.49405010231042773,0.27410675929380734,0.7402818693383981,0.12233248451317633,0.5338030049328835
2,ablation_no_finetune,cbam,fedbn,False,2,Hospital_C (COVID-19 X-Ray),0.952755905511811,0.9613647832937469,0.9278407915180621,0.9919280361603939,0.05576219578570011,0.08055690645353718
