seed,held_out,held_out_name,acc,f1,mcc
1,0,Hospital_A (Brain-Tumor MRI),0.79125,0.7873248561510181,0.7241313994345657
1,1,Hospital_B (Breast Ultrasound),0.6581196581196581,0.44965716347888857,0.37117358611229606
1,2,Hospital_C (COVID-19 X-Ray),0.7968503937007874,0.7579223579596104,0.682652260001099
