seed,held_out,held_out_name,acc,f1,mcc
2,0,Hospital_A (Brain-Tumor MRI),0.83125,0.8268162832897272,0.7789096339828067
2,1,Hospital_B (Breast Ultrasound),0.7435897435897436,0.6948734448734449,0.5376410106598599
2,2,Hospital_C (COVID-19 X-Ray),0.8377952755905512,0.834161065037235,0.7487861176702576
