strategy,ece_raw,ece_cal,brier_raw,brier_cal,temp,ece_reduction_pct
fedbn,0.08389707479226807,0.0507451093940503,0.20460488730006743,0.20048554158873022,0.8600818316141764,39.51504326021274
fedua,0.09058696525300217,0.04839535890180836,0.1970494472318225,0.18801191118028424,0.913528733783298,46.575802857901266
local_only,0.06667983453041088,0.04109298975113956,0.14168998599052426,0.14021813207202483,0.844107899400923,38.372687874025615
