strategy,acc_mean,acc_std,f1_mean,f1_std,mcc_mean,mcc_std,auc_mean,auc_std,ece_mean,ece_std,brier_mean,brier_std,n_seeds
local_only,0.9107170598066266,0.01590720301589379,0.9055515389693638,0.01905063406902077,0.8546947074318467,0.030449842148639498,0.9683276720196461,0.010652741681217262,0.06667982548145618,0.014564553341849683,0.14168998147387427,0.02287247826538436,3
fedua,0.8728767638019607,0.015206925733795779,0.853236826106157,0.026524252952622177,0.7824518181096015,0.034586320105304935,0.9390404890401456,0.012299767888865958,0.09058697283249362,0.0243224730447881,0.19704944989570636,0.029477316677914436,3
fedbn,0.8615824584426948,0.004363096405265878,0.842111124422556,0.0019402560241967078,0.7660667148272168,0.0058084113985097776,0.925941667309761,0.005139054358899512,0.08389708616545628,0.003555820289354856,0.20460489183282451,0.005171827486568647,3
