strategy,alpha,target_coverage,empirical_coverage,coverage_std,mean_set_size,set_size_std,qhat_mean
fedbn,0.05,95%,0.9950623359580053,0.005714059523530746,2.543326224846894,0.36120830654520136,0.9945081803533766
fedbn,0.1,90%,0.9946790244969379,0.005932153027628797,2.400434005578363,0.4166981462692453,0.9837724169095358
fedbn,0.2,80%,0.9900092910394748,0.00797899025746162,2.1639119669336204,0.34824830735484397,0.9657442172368368
fedua,0.05,95%,0.99669728783902,0.004251815740249534,2.6192629046369205,0.31720057837571586,0.9951770835452609
fedua,0.1,90%,0.9964189632545932,0.004750637829340087,2.4740977690288712,0.4053212316996238,0.9944868882497152
fedua,0.2,80%,0.9906617669052051,0.013487200367668609,2.163905924019113,0.31282740293379385,0.9676840172873603
local_only,0.05,95%,0.9926864610673667,0.0062996631104107565,2.3859082458442695,0.46570385680480303,0.9918144146601359
local_only,0.1,90%,0.9925114829396325,0.00635065129514139,2.2651001310466534,0.4323358251936998,0.9820753137270609
local_only,0.2,80%,0.9835111716804631,0.01351027731236845,1.9622924097628822,0.14612475942541908,0.9652376307381524
