reference,baseline,delta_acc_pct,ci95_low,ci95_high,t_statistic,t_pvalue,wilcoxon_stat,wilcoxon_pvalue
fedua,local_only,-3.7840296004665985,-3.9643032931842805,-3.6037559077489165,-90.3147045165255,0.00012257536998871164,0.0,0.25
fedua,fedbn,1.1294305359265975,-2.849250378677844,5.108111450531039,1.2213966092704636,0.34637082646095335,1.0,0.5
