strategy,acc_cov_auc,acc_at_cov_0.50,acc_at_cov_0.70,acc_at_cov_0.80,acc_at_cov_0.90,acc_at_cov_0.95
fedbn,0.9176035623984468,0.9160530229283549,0.9086572808474043,0.8950337006011172,0.8859087411684048,0.8744516359922366
fedua,0.9311233369057261,0.9527257602447983,0.919976962777534,0.911364948382481,0.89900477830882,0.8906998034997399
local_only,0.9556968631209588,0.9653976724612244,0.9571600839956899,0.9499738239019564,0.9371487584494275,0.9281015110905465
