strategy,acc_mean,acc_std,f1_mean,f1_std,mcc_mean,mcc_std,auc_mean,auc_std,ece_mean,ece_std,brier_mean,brier_std,n_seeds
local_only,0.9207117412940904,0.009604769566169125,0.9188701795392703,0.011006895217496392,0.8767739869543648,0.015775926106979365,0.97428074046763,0.011323685943101961,0.060477334390991004,0.004858169833878222,0.13196512522293882,0.014739940798403819,3
fedua,0.8932714507107552,0.013823504812437314,0.8818492717608128,0.01697066249999689,0.8239272505200095,0.027644849291076478,0.9557114059059829,0.015189846575678994,0.07771519354625545,0.008023661857120865,0.1684943651379398,0.022286471107104355,3
fedbn,0.8834926176428802,0.001846819281717659,0.8664873708228091,0.01039070033257687,0.8021046201186898,0.005692099552169705,0.9570047242912465,0.007549148122741311,0.07680323811458721,0.011662165765535849,0.16989431957529844,0.010925046451602383,3
