strategy,alpha,target_coverage,empirical_coverage,coverage_std,mean_set_size,set_size_std,qhat_mean
fedbn,0.05,95%,0.9954800962379703,0.005273252842880445,2.554675196850394,0.3560501141334212,0.9951855076683892
fedbn,0.1,90%,0.9933007960009272,0.004497288951716678,2.3889372181842656,0.3649954178001976,0.9842364655600654
fedbn,0.2,80%,0.9903576068749954,0.008014432448891294,2.0781434371985554,0.1702247269433659,0.9725468224949307
fedua,0.05,95%,0.9950678040244969,0.006969024706473447,2.552290026246719,0.3447253029312323,0.9923944738176134
fedua,0.1,90%,0.98955338982734,0.008463226246247296,2.2939894732709694,0.24424145004489708,0.9763883617189195
fedua,0.2,80%,0.9838645443090981,0.017824508930779245,2.0192315356947903,0.14616390617534258,0.9679266876644559
local_only,0.05,95%,0.9932103018372703,0.0060638229311134285,2.379076443569554,0.4692615506489886,0.991972393459744
local_only,0.1,90%,0.9892022044253016,0.007304991991884749,2.191692067471267,0.3237549691782523,0.975361704826355
local_only,0.2,80%,0.9820662327732538,0.019291124253406268,1.923946317607735,0.08870166652742487,0.9649690190951029
