strategy,acc_cov_auc,acc_at_cov_0.50,acc_at_cov_0.70,acc_at_cov_0.80,acc_at_cov_0.90,acc_at_cov_0.95
fedbn,0.9471835132923471,0.9603905232693793,0.9480061450688808,0.9331721063776884,0.9131440573264089,0.903547943294487
fedua,0.9448112121751784,0.9633894923657265,0.9480172291548157,0.9369700858141802,0.9229793047061047,0.9148875368087191
local_only,0.9570090445303596,0.9690463275977207,0.9618498324197758,0.9595787811873825,0.9501216771903379,0.9394451542274519
