seed,held_out,acc,f1,mcc
2,0,0.81125,0.806389950843436,0.7510660042021746
2,1,0.6752136752136753,0.5608410756658735,0.3973408392809632
2,2,0.8387401574803149,0.8315831279456259,0.7502064502934291
