seed,held_out,acc,f1,mcc
1,0,0.795625,0.7910459710365385,0.7308255907896232
1,1,0.6324786324786325,0.4241158451684767,0.3283836489466587
1,2,0.777007874015748,0.7331829795013167,0.6504167752140633
