strategy,seed,client,metric,temp,ece_raw,brier_raw,ece_cal,brier_cal,acc_uncal,acc_cal,alpha,coverage,mean_set_size,qhat,acc_cov_auc,acc_at_cov_0.50,acc_at_cov_0.70,acc_at_cov_0.80,acc_at_cov_0.90,acc_at_cov_0.95
fedua,2,0,calib,0.6218162178993225,0.04929863130673765,0.07369834184646606,0.026896555610001142,0.07477524876594543,0.956875,0.956875,,,,,,,,,,
fedua,2,0,conformal,0.6218162178993225,,,,,,,0.05,0.991875,2.738125,0.9960210919380188,,,,,,
fedua,2,0,conformal,0.6218162178993225,,,,,,,0.1,0.989375,2.500625,0.9952855706214905,,,,,,
fedua,2,0,conformal,0.6218162178993225,,,,,,,0.2,0.98875,2.12625,0.9942482709884644,,,,,,
fedua,2,0,risk_cov,,,,,,,,,,,,0.9797462936164816,0.983729662077597,0.9848078641644326,0.9851446442533229,0.9833217512161223,0.9763001974983542
fedua,2,1,calib,0.9616987705230713,0.08175029611995079,0.22667133808135986,0.08848328213406426,0.22574028372764587,0.8461538461538461,0.8461538461538461,,,,,,,,,,
fedua,2,1,conformal,0.9616987705230713,,,,,,,0.05,1.0,3.0,1.0,,,,,,
fedua,2,1,conformal,0.9616987705230713,,,,,,,0.1,0.9914529914529915,2.547008547008547,0.9592805504798889,,,,,,
fedua,2,1,conformal,0.9616987705230713,,,,,,,0.2,0.9914529914529915,2.213675213675214,0.9396699666976929,,,,,,
fedua,2,1,risk_cov,,,,,,,,,,,,0.9501870981743933,0.9482758620689655,0.9506172839506173,0.9354838709677419,0.9047619047619048,0.8738738738738738
fedua,2,2,calib,0.7683894634246826,0.042711786163134834,0.16236720979213715,0.028510800740850238,0.1641150563955307,0.8941732283464567,0.8941732283464567,,,,,,,,,,
fedua,2,2,conformal,0.7683894634246826,,,,,,,0.05,0.9996850393700787,2.5700787401574803,0.9804500341415405,,,,,,
fedua,2,2,conformal,0.7683894634246826,,,,,,,0.1,0.9993700787401575,2.4415748031496065,0.9789013266563416,,,,,,
fedua,2,2,conformal,0.7683894634246826,,,,,,,0.2,0.998740157480315,2.2406299212598424,0.9758085608482361,,,,,,
fedua,2,2,risk_cov,,,,,,,,,,,,0.9712891620016904,0.9798361688720857,0.9626462646264626,0.949980307207562,0.9296464823241162,0.9137931034482759
