reference,baseline,delta_acc_pct,ci95_low,ci95_high,boot_ci95_low,boot_ci95_high,t_statistic,t_pvalue,wilcoxon_stat,wilcoxon_pvalue,t_pvalue_holm,wilcoxon_pvalue_holm
fedua,local_only,-0.705900744778698,-3.349823817603754,1.9380223280463578,-1.9288898983780944,0.010498687664040052,-1.148764802452788,0.3695011766334521,1.0,0.5,1.0,1.0
fedua,ditto,-0.626053420672849,-3.0923159043084305,1.8402090629627326,-1.7278150727954023,0.19914698162729616,-1.0922156409954316,0.3887577688130828,1.0,0.5,1.0,1.0
fedua,centralized,-0.14520427200873653,-1.474651428243339,1.1842428842258659,-0.7474580501155237,0.2758373152073834,-0.4699423774760582,0.6846553964700433,3.0,1.0,1.0,1.0
fedua,fedavg,0.9435298285363861,-0.9401483746251099,2.8272080316978823,0.30798954617852203,1.7828925230499948,2.1551882829766273,0.16392917957457817,0.0,0.25,0.6557167182983127,1.0
fedua,fedbn,0.96075423798521,0.03501729942471093,1.886491176545709,0.6765512484016356,1.3826707158400176,4.465406610125535,0.04666810623220892,0.0,0.25,0.28000863739325355,1.0
fedua,fedbabu,1.3121462114244253,-0.7234430970326416,3.347735519881492,0.42281894250397745,2.036624828947664,2.7735012435760162,0.10912917622980794,0.0,0.25,0.5456458811490397,1.0
fedua,fedprox,1.3301772775197915,1.0789858624388238,1.581368692600759,1.2148557552100758,1.4036680911680866,22.784580007745987,0.0019207254915657205,0.0,0.25,0.013445078440960044,1.0
