strategy,ece_raw,ece_cal,brier_raw,brier_cal,temp,ece_reduction_pct
ditto,0.060113615595587304,0.03283319313346175,0.10364998214774657,0.10352645234929186,0.7496756712595621,45.38143678738914
fedavg,0.07800674889509944,0.11915231817476994,0.23491928312513558,0.3063111313515239,288.4052721063296,-52.746166020842026
fedbabu,0.06964399176298504,0.047073696789447846,0.1615046593878004,0.1622352865007188,0.7486356894175211,32.4081006877797
fedbn,0.08470258171108065,0.048291196044361655,0.23173356138997603,0.23034962804781062,0.8185305330488417,42.98733867512768
fedprox,0.07082099298430115,0.04502994824179025,0.22151781742771465,0.22062924338711631,0.8247728844483694,36.41723118486632
fedua,0.06904927255232633,0.03972356814073086,0.12739305032624137,0.12728932913806698,0.7959941029548645,42.470692778656165
local_only,0.05349494410715817,0.031544703042340576,0.10078659653663631,0.10061876889732145,0.7813427911864387,41.03236563972861
