client,correct,entropy,uncertainty
Hospital_B (Breast Ultrasound),1,0.2972325,0.06864256
Hospital_B (Breast Ultrasound),1,0.36299512,0.089835465
Hospital_B (Breast Ultrasound),1,1.0024865,0.5482864
Hospital_B (Breast Ultrasound),1,0.27807558,0.06285113
Hospital_B (Breast Ultrasound),1,0.78947735,0.4604755
Hospital_B (Breast Ultrasound),0,0.90462315,0.47086895
Hospital_B (Breast Ultrasound),0,0.45462435,0.12644869
Hospital_B (Breast Ultrasound),1,0.26780197,0.05991751
Hospital_C (COVID-19 X-Ray),1,0.3407885,0.07291585
Hospital_C (COVID-19 X-Ray),1,0.29258627,0.05992347
Hospital_C (COVID-19 X-Ray),1,0.32173616,0.06765199
Hospital_C (COVID-19 X-Ray),1,0.79669565,0.24200314
Hospital_C (COVID-19 X-Ray),1,0.30145007,0.06225401
Hospital_C (COVID-19 X-Ray),1,0.32573593,0.06896323
Hospital_C (COVID-19 X-Ray),1,0.780113,0.24904156
Hospital_C (COVID-19 X-Ray),1,0.2817958,0.05726242
Hospital_C (COVID-19 X-Ray),1,0.2756474,0.056127906
Hospital_C (COVID-19 X-Ray),0,0.79613024,0.31757927
Hospital_C (COVID-19 X-Ray),1,0.33126795,0.07044196
Hospital_C (COVID-19 X-Ray),1,0.23299646,0.04507941
Hospital_C (COVID-19 X-Ray),1,0.29816464,0.061398566
Hospital_C (COVID-19 X-Ray),1,0.32131943,0.06752932
Hospital_C (COVID-19 X-Ray),0,0.7436788,0.24781817
Hospital_C (COVID-19 X-Ray),0,0.2885545,0.05903095
Hospital_C (COVID-19 X-Ray),1,0.3417566,0.07327348
Hospital_C (COVID-19 X-Ray),1,0.23029089,0.04441887
Hospital_C (COVID-19 X-Ray),1,0.9445327,0.48776734
Hospital_C (COVID-19 X-Ray),1,0.33922493,0.07245356
Hospital_C (COVID-19 X-Ray),1,0.3232352,0.06889522
Hospital_C (COVID-19 X-Ray),1,0.22065121,0.042168856
Hospital_C (COVID-19 X-Ray),1,0.28741708,0.058615744
Hospital_C (COVID-19 X-Ray),1,0.3141524,0.06578851
Hospital_C (COVID-19 X-Ray),1,0.31619522,0.06620258
Hospital_C (COVID-19 X-Ray),1,0.29211432,0.059851408
Hospital_C (COVID-19 X-Ray),1,0.5546305,0.14890021
Hospital_C (COVID-19 X-Ray),1,0.29570857,0.06093186
Hospital_C (COVID-19 X-Ray),1,0.3553364,0.07694805
Hospital_C (COVID-19 X-Ray),1,0.30673265,0.063648045
Hospital_C (COVID-19 X-Ray),1,0.32351676,0.068131626
Hospital_C (COVID-19 X-Ray),1,0.29564008,0.06091106
Hospital_C (COVID-19 X-Ray),1,0.33267742,0.070744514
Hospital_C (COVID-19 X-Ray),1,0.3301584,0.070545614
Hospital_C (COVID-19 X-Ray),1,0.3095521,0.06471127
Hospital_C (COVID-19 X-Ray),1,0.34395137,0.073726
Hospital_C (COVID-19 X-Ray),1,0.32472342,0.06877506
Hospital_C (COVID-19 X-Ray),1,0.29118213,0.059618235
Hospital_C (COVID-19 X-Ray),1,0.31381416,0.065953195
Hospital_C (COVID-19 X-Ray),1,0.33084217,0.07015377
Hospital_C (COVID-19 X-Ray),1,0.3074189,0.063837826
Hospital_C (COVID-19 X-Ray),1,0.26511905,0.05294454
Hospital_C (COVID-19 X-Ray),1,0.2561964,0.05069387
Hospital_C (COVID-19 X-Ray),1,0.3063901,0.063631475
Hospital_C (COVID-19 X-Ray),1,0.33839634,0.072182536
Hospital_C (COVID-19 X-Ray),1,0.2849446,0.057979047
Hospital_C (COVID-19 X-Ray),1,0.35180733,0.07600236
Hospital_C (COVID-19 X-Ray),1,0.3174979,0.066504836
Hospital_C (COVID-19 X-Ray),1,0.32620573,0.06886077
Hospital_C (COVID-19 X-Ray),1,0.29521742,0.06063533
Hospital_C (COVID-19 X-Ray),1,0.29006708,0.059435546
Hospital_C (COVID-19 X-Ray),0,0.3790413,0.08406395
Hospital_C (COVID-19 X-Ray),1,0.25380033,0.050094366
Hospital_C (COVID-19 X-Ray),1,0.3268677,0.06928772
Hospital_C (COVID-19 X-Ray),1,0.32982385,0.06993294
Hospital_C (COVID-19 X-Ray),1,0.31702638,0.06636202
Hospital_C (COVID-19 X-Ray),1,0.26858276,0.053792417
Hospital_C (COVID-19 X-Ray),1,0.27547324,0.05553639
Hospital_C (COVID-19 X-Ray),1,0.61917096,0.19307363
Hospital_C (COVID-19 X-Ray),1,0.29709226,0.061161935
Hospital_C (COVID-19 X-Ray),1,0.7140197,0.22187436
Hospital_C (COVID-19 X-Ray),1,0.31562367,0.066026926
Hospital_C (COVID-19 X-Ray),1,0.34820098,0.07508606
Hospital_C (COVID-19 X-Ray),1,0.27619812,0.055729926
Hospital_C (COVID-19 X-Ray),1,0.34516114,0.07403487
Hospital_C (COVID-19 X-Ray),1,0.34121603,0.07293606
Hospital_C (COVID-19 X-Ray),1,0.34421372,0.07379496
Hospital_C (COVID-19 X-Ray),1,0.69391644,0.22549272
Hospital_C (COVID-19 X-Ray),1,0.33019677,0.070042014
Hospital_C (COVID-19 X-Ray),1,0.30436942,0.06302273
Hospital_C (COVID-19 X-Ray),1,0.31049305,0.06475222
Hospital_C (COVID-19 X-Ray),1,0.35681027,0.07922107
Hospital_C (COVID-19 X-Ray),1,0.67542887,0.20516968
Hospital_C (COVID-19 X-Ray),1,0.30949864,0.064421594
Hospital_C (COVID-19 X-Ray),1,0.33154303,0.070384085
Hospital_C (COVID-19 X-Ray),1,0.33841482,0.07224083
Hospital_C (COVID-19 X-Ray),1,0.3323416,0.07066369
Hospital_C (COVID-19 X-Ray),1,0.30777502,0.06392568
Hospital_C (COVID-19 X-Ray),1,0.31707367,0.06637496
Hospital_C (COVID-19 X-Ray),1,0.3317072,0.070350885
Hospital_C (COVID-19 X-Ray),1,0.29699734,0.061391413
Hospital_C (COVID-19 X-Ray),1,0.25147122,0.049553573
Hospital_C (COVID-19 X-Ray),1,0.23466301,0.0454188
Hospital_C (COVID-19 X-Ray),1,0.2996056,0.06182033
Hospital_C (COVID-19 X-Ray),1,0.4684148,0.11981392
Hospital_C (COVID-19 X-Ray),1,0.3622274,0.07900971
Hospital_C (COVID-19 X-Ray),1,0.41791013,0.104307175
Hospital_C (COVID-19 X-Ray),1,0.3059478,0.06354755
Hospital_C (COVID-19 X-Ray),1,0.344963,0.073988855
Hospital_C (COVID-19 X-Ray),1,0.32346362,0.068299234
Hospital_C (COVID-19 X-Ray),1,0.29048836,0.059829354
Hospital_C (COVID-19 X-Ray),1,0.33475342,0.071356595
Hospital_C (COVID-19 X-Ray),1,0.32762942,0.06945485
Hospital_C (COVID-19 X-Ray),1,0.34935814,0.075960696
Hospital_C (COVID-19 X-Ray),1,0.35567626,0.07715136
Hospital_C (COVID-19 X-Ray),1,0.30932638,0.06435192
Hospital_C (COVID-19 X-Ray),1,0.26855332,0.053858817
Hospital_C (COVID-19 X-Ray),1,0.2968177,0.061198354
Hospital_C (COVID-19 X-Ray),1,0.29407048,0.06065941
Hospital_C (COVID-19 X-Ray),1,0.32974312,0.06983322
Hospital_C (COVID-19 X-Ray),1,0.31213078,0.065262735
Hospital_C (COVID-19 X-Ray),1,0.34529716,0.07406527
Hospital_C (COVID-19 X-Ray),1,0.35679162,0.07753587
Hospital_C (COVID-19 X-Ray),1,0.36671388,0.08013308
Hospital_C (COVID-19 X-Ray),1,0.33014393,0.06993365
Hospital_C (COVID-19 X-Ray),1,0.3190152,0.06772441
Hospital_C (COVID-19 X-Ray),1,0.35072097,0.075772226
Hospital_C (COVID-19 X-Ray),1,0.31947613,0.067356884
Hospital_C (COVID-19 X-Ray),1,0.34214824,0.073182166
Hospital_C (COVID-19 X-Ray),1,0.2895837,0.05930966
Hospital_C (COVID-19 X-Ray),0,0.82575244,0.337229
Hospital_C (COVID-19 X-Ray),1,0.33132863,0.07026547
Hospital_C (COVID-19 X-Ray),1,0.23417869,0.04529673
Hospital_C (COVID-19 X-Ray),0,0.91269934,0.43264806
Hospital_C (COVID-19 X-Ray),1,0.3185223,0.06706059
Hospital_C (COVID-19 X-Ray),1,0.32634664,0.0688656
Hospital_C (COVID-19 X-Ray),1,0.96482724,0.49279016
Hospital_C (COVID-19 X-Ray),0,0.41656983,0.10165429
Hospital_C (COVID-19 X-Ray),1,0.27692294,0.056717336
Hospital_C (COVID-19 X-Ray),1,0.3266934,0.06916803
Hospital_C (COVID-19 X-Ray),1,0.29275823,0.060445547
Hospital_C (COVID-19 X-Ray),1,0.3402525,0.0727697
Hospital_C (COVID-19 X-Ray),1,0.348397,0.07493436
Hospital_C (COVID-19 X-Ray),1,0.28268492,0.057898343
Hospital_C (COVID-19 X-Ray),1,0.30424282,0.06310022
Hospital_C (COVID-19 X-Ray),0,0.61272067,0.17305261
Hospital_C (COVID-19 X-Ray),1,0.29829794,0.061673284
Hospital_C (COVID-19 X-Ray),1,0.42509598,0.09727031
Hospital_C (COVID-19 X-Ray),1,0.28631395,0.058426082
Hospital_C (COVID-19 X-Ray),1,0.50015146,0.12326527
Hospital_C (COVID-19 X-Ray),1,0.309335,0.06450206
Hospital_C (COVID-19 X-Ray),1,0.2961339,0.060903013
Hospital_C (COVID-19 X-Ray),1,0.29852366,0.06147009
Hospital_C (COVID-19 X-Ray),1,0.30229327,0.0625546
Hospital_C (COVID-19 X-Ray),1,0.28411922,0.057807803
Hospital_C (COVID-19 X-Ray),1,0.32197386,0.06782597
Hospital_C (COVID-19 X-Ray),1,0.31972736,0.06728107
Hospital_C (COVID-19 X-Ray),1,0.34537178,0.07407749
Hospital_C (COVID-19 X-Ray),1,0.8950187,0.45008934
Hospital_C (COVID-19 X-Ray),1,0.3025062,0.06261659
Hospital_C (COVID-19 X-Ray),1,0.32353976,0.068113565
Hospital_C (COVID-19 X-Ray),1,0.28573456,0.058270633
Hospital_C (COVID-19 X-Ray),1,0.30589816,0.06347811
Hospital_C (COVID-19 X-Ray),1,0.32036236,0.06766105
Hospital_C (COVID-19 X-Ray),1,0.29500908,0.060749948
Hospital_C (COVID-19 X-Ray),1,0.33114636,0.07018292
Hospital_C (COVID-19 X-Ray),1,0.9168576,0.35357273
Hospital_C (COVID-19 X-Ray),1,0.5135422,0.129628
Hospital_C (COVID-19 X-Ray),0,0.4842424,0.11886561
Hospital_C (COVID-19 X-Ray),1,0.31312907,0.06552476
Hospital_C (COVID-19 X-Ray),1,0.3484636,0.075160444
Hospital_C (COVID-19 X-Ray),1,0.30121744,0.062457144
Hospital_C (COVID-19 X-Ray),1,0.33264115,0.070693076
Hospital_C (COVID-19 X-Ray),1,0.3127013,0.06522453
Hospital_C (COVID-19 X-Ray),1,0.3181548,0.06748992
Hospital_C (COVID-19 X-Ray),1,0.3907339,0.08742005
Hospital_C (COVID-19 X-Ray),1,0.3296593,0.06981546
Hospital_C (COVID-19 X-Ray),1,0.34999424,0.07556218
Hospital_C (COVID-19 X-Ray),1,0.8639988,0.33975625
Hospital_C (COVID-19 X-Ray),1,0.3024612,0.06280339
Hospital_C (COVID-19 X-Ray),1,0.2990234,0.06166333
Hospital_C (COVID-19 X-Ray),1,0.30379206,0.06294596
Hospital_C (COVID-19 X-Ray),1,0.33263823,0.070789695
Hospital_C (COVID-19 X-Ray),1,0.24406964,0.047743022
Hospital_C (COVID-19 X-Ray),1,0.33961117,0.072505295
Hospital_C (COVID-19 X-Ray),1,0.26478606,0.052895725
Hospital_C (COVID-19 X-Ray),1,0.34883213,0.07518035
Hospital_C (COVID-19 X-Ray),1,0.32213742,0.06779826
Hospital_C (COVID-19 X-Ray),1,0.3989773,0.091160774
Hospital_C (COVID-19 X-Ray),1,0.29086202,0.059499383
Hospital_C (COVID-19 X-Ray),1,0.32255128,0.06786114
Hospital_C (COVID-19 X-Ray),1,0.31163764,0.06523818
Hospital_C (COVID-19 X-Ray),1,0.36466843,0.0796774
Hospital_C (COVID-19 X-Ray),0,0.3136592,0.06576717
Hospital_C (COVID-19 X-Ray),1,0.24924636,0.048979104
Hospital_C (COVID-19 X-Ray),1,0.3085747,0.06420708
Hospital_C (COVID-19 X-Ray),1,0.24066064,0.04710591
Hospital_C (COVID-19 X-Ray),1,0.28929064,0.059069753
Hospital_C (COVID-19 X-Ray),1,0.3452529,0.074050546
Hospital_C (COVID-19 X-Ray),1,0.30080825,0.062075436
Hospital_C (COVID-19 X-Ray),1,0.37598535,0.082766235
Hospital_C (COVID-19 X-Ray),1,0.43409717,0.10145402
Hospital_C (COVID-19 X-Ray),1,0.32820976,0.06948727
Hospital_C (COVID-19 X-Ray),1,0.37290764,0.08195484
Hospital_C (COVID-19 X-Ray),1,0.30441356,0.06327176
Hospital_C (COVID-19 X-Ray),1,0.36198017,0.07878947
Hospital_C (COVID-19 X-Ray),0,0.76164126,0.29996192
Hospital_C (COVID-19 X-Ray),1,0.5277297,0.13868636
Hospital_C (COVID-19 X-Ray),1,0.35733807,0.07822293
Hospital_C (COVID-19 X-Ray),1,0.40527177,0.09547347
Hospital_C (COVID-19 X-Ray),1,0.30358928,0.06289762
Hospital_C (COVID-19 X-Ray),0,0.96046096,0.490534
Hospital_C (COVID-19 X-Ray),1,0.29843044,0.061539948
Hospital_C (COVID-19 X-Ray),1,0.40175766,0.090344846
Hospital_C (COVID-19 X-Ray),1,0.3790902,0.08360225
Hospital_C (COVID-19 X-Ray),1,0.2975557,0.0613392
Hospital_C (COVID-19 X-Ray),1,0.32755977,0.06932551
Hospital_C (COVID-19 X-Ray),1,0.41224313,0.09407693
Hospital_C (COVID-19 X-Ray),1,0.31746835,0.06675565
Hospital_C (COVID-19 X-Ray),1,0.35938892,0.07821107
Hospital_C (COVID-19 X-Ray),1,0.33327785,0.07076669
Hospital_C (COVID-19 X-Ray),1,0.26075655,0.05204761
Hospital_C (COVID-19 X-Ray),0,0.7461698,0.2831872
Hospital_C (COVID-19 X-Ray),1,0.33499545,0.0712232
Hospital_C (COVID-19 X-Ray),1,0.33085334,0.07011932
Hospital_C (COVID-19 X-Ray),1,0.3256477,0.06868428
Hospital_C (COVID-19 X-Ray),1,0.39738882,0.08903706
Hospital_C (COVID-19 X-Ray),1,0.30919173,0.06430572
Hospital_C (COVID-19 X-Ray),1,0.3673252,0.08019662
Hospital_C (COVID-19 X-Ray),0,0.75765765,0.2902884
Hospital_C (COVID-19 X-Ray),1,0.3596198,0.07999474
Hospital_C (COVID-19 X-Ray),1,0.2712376,0.05450946
Hospital_C (COVID-19 X-Ray),1,0.33255243,0.07059634
Hospital_C (COVID-19 X-Ray),1,0.32126796,0.06763458
Hospital_C (COVID-19 X-Ray),1,0.43260902,0.10197681
Hospital_C (COVID-19 X-Ray),1,0.3243087,0.06834376
Hospital_C (COVID-19 X-Ray),1,0.37544328,0.08262259
Hospital_C (COVID-19 X-Ray),1,0.31624156,0.06630844
Hospital_C (COVID-19 X-Ray),1,0.33489054,0.07123321
Hospital_C (COVID-19 X-Ray),1,0.35359532,0.07645172
Hospital_C (COVID-19 X-Ray),1,0.3681003,0.080566406
Hospital_C (COVID-19 X-Ray),1,0.32958287,0.07143718
Hospital_C (COVID-19 X-Ray),1,0.3273644,0.06933522
Hospital_C (COVID-19 X-Ray),1,0.3734833,0.08198804
Hospital_C (COVID-19 X-Ray),1,0.29183713,0.059991837
Hospital_C (COVID-19 X-Ray),0,0.8180007,0.34106052
Hospital_C (COVID-19 X-Ray),1,0.35990483,0.078252554
Hospital_C (COVID-19 X-Ray),1,0.34072652,0.073141456
Hospital_C (COVID-19 X-Ray),1,0.35844186,0.077710986
Hospital_C (COVID-19 X-Ray),1,0.30008772,0.061900914
Hospital_C (COVID-19 X-Ray),1,0.31631786,0.06619686
Hospital_C (COVID-19 X-Ray),1,0.29854956,0.06167245
Hospital_C (COVID-19 X-Ray),0,0.88717943,0.37487698
Hospital_C (COVID-19 X-Ray),0,0.67362505,0.22300494
Hospital_C (COVID-19 X-Ray),1,0.38944563,0.089370966
Hospital_C (COVID-19 X-Ray),1,0.34929484,0.07515973
Hospital_C (COVID-19 X-Ray),1,0.40283054,0.09045446
Hospital_C (COVID-19 X-Ray),1,0.40492004,0.09116042
Hospital_C (COVID-19 X-Ray),1,0.33910984,0.07246411
Hospital_C (COVID-19 X-Ray),1,0.33309257,0.070708394
Hospital_C (COVID-19 X-Ray),1,0.3086049,0.06427419
Hospital_C (COVID-19 X-Ray),1,0.3927459,0.08785695
Hospital_C (COVID-19 X-Ray),1,0.26182252,0.052092373
Hospital_C (COVID-19 X-Ray),1,0.35064757,0.07553989
Hospital_C (COVID-19 X-Ray),1,0.2689706,0.053923666
Hospital_C (COVID-19 X-Ray),1,0.34277245,0.07334447
Hospital_C (COVID-19 X-Ray),1,0.3175695,0.066610456
Hospital_C (COVID-19 X-Ray),1,0.525424,0.1354729
Hospital_C (COVID-19 X-Ray),1,0.26065215,0.051941156
Hospital_C (COVID-19 X-Ray),1,0.32675683,0.06981063
Hospital_C (COVID-19 X-Ray),1,0.40272573,0.09048617
Hospital_C (COVID-19 X-Ray),1,0.3362074,0.071567774
Hospital_C (COVID-19 X-Ray),1,0.32128215,0.06799132
Hospital_C (COVID-19 X-Ray),1,0.43514186,0.10017735
Hospital_C (COVID-19 X-Ray),1,0.72970426,0.24610585
Hospital_C (COVID-19 X-Ray),1,0.4034978,0.09433675
Hospital_C (COVID-19 X-Ray),1,0.27803504,0.056254327
Hospital_C (COVID-19 X-Ray),1,0.3432195,0.07356048
Hospital_C (COVID-19 X-Ray),1,0.34498602,0.0739547
Hospital_C (COVID-19 X-Ray),1,0.3148505,0.065944314
Hospital_C (COVID-19 X-Ray),1,0.26710188,0.053455055
Hospital_C (COVID-19 X-Ray),1,0.32909715,0.06968498
Hospital_C (COVID-19 X-Ray),1,0.33021837,0.069994986
Hospital_C (COVID-19 X-Ray),1,0.38442457,0.08510274
Hospital_C (COVID-19 X-Ray),1,0.31480938,0.06577927
Hospital_C (COVID-19 X-Ray),1,0.27952558,0.05657804
Hospital_C (COVID-19 X-Ray),1,0.33114138,0.07036793
Hospital_C (COVID-19 X-Ray),1,0.32089376,0.067398906
Hospital_C (COVID-19 X-Ray),1,0.30548453,0.0633049
Hospital_C (COVID-19 X-Ray),1,0.32924387,0.06969893
Hospital_C (COVID-19 X-Ray),1,0.5860724,0.16681224
Hospital_C (COVID-19 X-Ray),1,0.29631442,0.06094426
Hospital_C (COVID-19 X-Ray),1,0.7216438,0.23916018
Hospital_C (COVID-19 X-Ray),1,0.30731088,0.06379062
Hospital_C (COVID-19 X-Ray),1,0.3489181,0.07521856
Hospital_C (COVID-19 X-Ray),1,0.3351648,0.071356595
Hospital_C (COVID-19 X-Ray),1,0.2705235,0.05430007
Hospital_C (COVID-19 X-Ray),1,0.80812424,0.3181315
Hospital_C (COVID-19 X-Ray),0,0.84870964,0.3640663
Hospital_C (COVID-19 X-Ray),1,0.31390265,0.06554693
Hospital_C (COVID-19 X-Ray),1,0.23944628,0.04661739
Hospital_C (COVID-19 X-Ray),1,0.5863059,0.1610499
Hospital_C (COVID-19 X-Ray),0,0.56825364,0.16190898
Hospital_C (COVID-19 X-Ray),1,0.50181305,0.12227756
Hospital_C (COVID-19 X-Ray),1,0.34997487,0.07784492
Hospital_C (COVID-19 X-Ray),1,0.28449473,0.057832897
Hospital_C (COVID-19 X-Ray),1,0.31830582,0.06674141
Hospital_C (COVID-19 X-Ray),1,0.3009797,0.062166154
Hospital_C (COVID-19 X-Ray),1,0.36916828,0.08125293
Hospital_C (COVID-19 X-Ray),1,0.35661477,0.07727659
Hospital_C (COVID-19 X-Ray),1,0.21081191,0.039777637
Hospital_C (COVID-19 X-Ray),1,0.3264886,0.06894112
Hospital_C (COVID-19 X-Ray),0,0.515124,0.14314461
Hospital_C (COVID-19 X-Ray),1,0.32994115,0.069959104
Hospital_C (COVID-19 X-Ray),1,0.32941687,0.06990993
Hospital_C (COVID-19 X-Ray),1,0.28506657,0.05806023
Hospital_C (COVID-19 X-Ray),1,0.35892034,0.07783687
Hospital_C (COVID-19 X-Ray),1,0.33260858,0.070730746
Hospital_C (COVID-19 X-Ray),1,0.3482396,0.074919105
Hospital_C (COVID-19 X-Ray),1,0.4830745,0.11898428
Hospital_C (COVID-19 X-Ray),1,0.27765557,0.05613786
Hospital_C (COVID-19 X-Ray),1,0.2723956,0.054745972
Hospital_C (COVID-19 X-Ray),0,0.86149144,0.412412
Hospital_C (COVID-19 X-Ray),1,0.32413512,0.071247876
Hospital_C (COVID-19 X-Ray),1,0.2868483,0.058629632
Hospital_C (COVID-19 X-Ray),1,0.37202927,0.08164078
Hospital_C (COVID-19 X-Ray),1,0.32903448,0.06961006
Hospital_C (COVID-19 X-Ray),1,0.3699507,0.081451654
Hospital_C (COVID-19 X-Ray),1,0.30271003,0.06283516
Hospital_C (COVID-19 X-Ray),1,0.33539903,0.07407087
Hospital_C (COVID-19 X-Ray),1,0.36664063,0.08004242
Hospital_C (COVID-19 X-Ray),1,0.29119882,0.05957502
Hospital_C (COVID-19 X-Ray),1,0.28160876,0.05710298
Hospital_C (COVID-19 X-Ray),1,0.38740695,0.087089
Hospital_C (COVID-19 X-Ray),1,0.29084003,0.05980438
Hospital_C (COVID-19 X-Ray),1,0.37366217,0.08202511
Hospital_C (COVID-19 X-Ray),1,0.37434417,0.08233893
Hospital_C (COVID-19 X-Ray),1,0.31866595,0.06680131
Hospital_C (COVID-19 X-Ray),1,0.30847338,0.06461042
Hospital_C (COVID-19 X-Ray),1,0.28931934,0.059083164
