round,lr_backbone,lr_head,c0_tr_acc,c0_val_acc,c0_val_loss,c1_tr_acc,c1_val_acc,c1_val_loss,c2_tr_acc,c2_val_acc,c2_val_loss,c0_test_acc,c1_test_acc,c2_test_acc,mean_test_acc
1,5.25e-05,0.0001525,0.421875,0.4583333333333333,1.2377365509668985,0.6125,0.55,0.9800167441368103,0.2864583333333333,0.3333333333333333,1.3516915003458658,0.55,0.6625,0.3,0.5041666666666667
