client,name,accuracy,precision,recall,f1,auc
0,Hospital_A (Brain-Tumor MRI),0.960625,0.9620516360458463,0.9606250000000001,0.960070072109263,0.9822578124999999
1,Hospital_B (Breast Ultrasound),0.7777777777777778,0.7630625476735317,0.8055392636037797,0.778713388254405,0.9221380261911317
2,Hospital_C (COVID-19 X-Ray),0.952755905511811,0.9667549631393824,0.9489667844926511,0.9573135336913572,0.9896055400645047
