reference,method,wilcoxon_W,p_value,delta_acc
fedua,centralized,0.0,0.10880943004054569,-0.04819254193887257
fedua,ditto,0.0,0.10880943004054569,-0.040538938244288114
fedua,fedavg,0.0,0.10880943004054569,0.09025099711684385
fedua,fedbabu,2.0,0.5929800980174267,0.008008721901268853
fedua,fedbn,0.0,0.10880943004054569,0.07853700014526317
fedua,fedprox,0.0,0.10880943004054569,0.06400782680867996
fedua,local_only,0.0,0.10880943004054569,-0.035385468655645326
