strategy,seed,client,client_name,metric,temp,ece_raw,brier_raw,ece_cal,brier_cal,acc_uncal,acc_cal,alpha,coverage,mean_set_size,qhat,acc_cov_auc,acc_at_cov_0.50,acc_at_cov_0.70,acc_at_cov_0.80,acc_at_cov_0.90,acc_at_cov_0.95
local_only,1,0,Hospital_A (Brain-Tumor MRI),calib,0.6129934191703796,0.06057908214628695,0.0647495836019516,0.023068573847413096,0.06465613096952438,0.965625,0.965625,,,,,,,,,,
local_only,1,0,Hospital_A (Brain-Tumor MRI),conformal,0.6129934191703796,,,,,,,0.05,0.989375,1.994375,0.9932342171669006,,,,,,
local_only,1,0,Hospital_A (Brain-Tumor MRI),conformal,0.6129934191703796,,,,,,,0.1,0.989375,1.94375,0.9929713606834412,,,,,,
local_only,1,0,Hospital_A (Brain-Tumor MRI),conformal,0.6129934191703796,,,,,,,0.2,0.98875,1.8575,0.9927060008049011,,,,,,
local_only,1,0,Hospital_A (Brain-Tumor MRI),risk_cov,,,,,,,,,,,,0.9831678096373815,0.9874843554443054,0.9857015192135835,0.9859265050820953,0.9867963863794301,0.9855167873601053
local_only,1,1,Hospital_B (Breast Ultrasound),calib,1.330141544342041,0.08512937054674852,0.22621698677539825,0.13541688114149958,0.22735251486301422,0.8461538461538461,0.8461538461538461,,,,,,,,,,
local_only,1,1,Hospital_B (Breast Ultrasound),conformal,1.330141544342041,,,,,,,0.05,1.0,3.0,1.0,,,,,,
local_only,1,1,Hospital_B (Breast Ultrasound),conformal,1.330141544342041,,,,,,,0.1,1.0,3.0,1.0,,,,,,
local_only,1,1,Hospital_B (Breast Ultrasound),conformal,1.330141544342041,,,,,,,0.2,1.0,2.1965811965811968,0.9157075881958008,,,,,,
local_only,1,1,Hospital_B (Breast Ultrasound),risk_cov,,,,,,,,,,,,0.952757199711637,0.9827586206896551,0.9506172839506173,0.9247311827956989,0.8666666666666667,0.8558558558558559
local_only,1,2,Hospital_C (COVID-19 X-Ray),calib,0.7553751468658447,0.05572194777135772,0.07801022380590439,0.007991561870875286,0.07616202533245087,0.955275590551181,0.955275590551181,,,,,,,,,,
local_only,1,2,Hospital_C (COVID-19 X-Ray),conformal,0.7553751468658447,,,,,,,0.05,0.9905511811023622,2.1725984251968504,0.9808366894721985,,,,,,
local_only,1,2,Hospital_C (COVID-19 X-Ray),conformal,0.7553751468658447,,,,,,,0.1,0.990236220472441,2.0431496062992127,0.979124128818512,,,,,,
local_only,1,2,Hospital_C (COVID-19 X-Ray),conformal,0.7553751468658447,,,,,,,0.2,0.9892913385826771,1.9023622047244095,0.9774160981178284,,,,,,
local_only,1,2,Hospital_C (COVID-19 X-Ray),risk_cov,,,,,,,,,,,,0.9738619806560778,0.9829867674858223,0.9810981098109811,0.9807010634107917,0.9793489674483724,0.9714854111405835
